matrix,row_block_size,col_block_size,tau
data/suitesparse_big//bmwcra_1.mtx,512,512,-1.0
data/suitesparse_big//bmwcra_1.mtx,1024,1024,-1.0
data/suitesparse_big//boneS01.mtx,64,64,-1.0
data/suitesparse_big//boneS01.mtx,256,256,-1.0
data/suitesparse_big//boneS01.mtx,512,512,-1.0
data/suitesparse_big//boneS01.mtx,1024,1024,-1.0
data/suitesparse_big//cage12.mtx,64,64,0.8
data/suitesparse_big//cage12.mtx,256,256,0.8
data/suitesparse_big//cage12.mtx,512,512,-1.0
data/suitesparse_big//cage12.mtx,1024,1024,-1.0
data/suitesparse_big//cfd2.mtx,64,64,-1.0
data/suitesparse_big//cfd2.mtx,256,256,0.6
data/suitesparse_big//cfd2.mtx,512,512,-1.0
data/suitesparse_big//cfd2.mtx,1024,1024,0.8
data/suitesparse_big//cop20k_A.mtx,64,64,0.1
data/suitesparse_big//cop20k_A.mtx,256,256,0.1
data/suitesparse_big//cop20k_A.mtx,512,512,0.1
data/suitesparse_big//cop20k_A.mtx,1024,1024,0.2
data/suitesparse_big//engine.mtx,64,64,0.2
data/suitesparse_big//engine.mtx,256,256,-1.0
data/suitesparse_big//engine.mtx,512,512,-1.0
data/suitesparse_big//engine.mtx,1024,1024,-1.0
data/suitesparse_big//filter3D.mtx,64,64,0.2
data/suitesparse_big//filter3D.mtx,256,256,0.6
data/suitesparse_big//filter3D.mtx,512,512,-1.0
data/suitesparse_big//filter3D.mtx,1024,1024,0.8
data/suitesparse_big//gearbox.mtx,64,64,-1.0
data/suitesparse_big//gearbox.mtx,256,256,-1.0
data/suitesparse_big//gearbox.mtx,512,512,0.001
data/suitesparse_big//gearbox.mtx,1024,1024,0.2
data/suitesparse_big//imagesensor.mtx,64,64,-1.0
data/suitesparse_big//imagesensor.mtx,256,256,0.4
data/suitesparse_big//imagesensor.mtx,512,512,0.6
data/suitesparse_big//imagesensor.mtx,1024,1024,0.6
data/suitesparse_big//kron_g500-logn17.mtx,64,64,0.6
data/suitesparse_big//kron_g500-logn17.mtx,256,256,0.01
data/suitesparse_big//kron_g500-logn17.mtx,512,512,0.01
data/suitesparse_big//kron_g500-logn17.mtx,1024,1024,0.001
data/suitesparse_big//para-4.mtx,64,64,0.2
data/suitesparse_big//para-4.mtx,256,256,0.2
data/suitesparse_big//para-4.mtx,512,512,-1.0
data/suitesparse_big//para-4.mtx,1024,1024,-1.0
data/suitesparse_big//pkustk14.mtx,64,64,0.2
data/suitesparse_big//pkustk14.mtx,256,256,-1.0
data/suitesparse_big//pkustk14.mtx,512,512,-1.0
data/suitesparse_big//pkustk14.mtx,1024,1024,-1.0
data/suitesparse_big//ship_003.mtx,64,64,-1.0
data/suitesparse_big//ship_003.mtx,256,256,-1.0
data/suitesparse_big//ship_003.mtx,512,512,-1.0
data/suitesparse_big//ship_003.mtx,1024,1024,-1.0
data/suitesparse_big//shipsec1.mtx,64,64,-1.0
data/suitesparse_big//shipsec1.mtx,256,256,-1.0
data/suitesparse_big//shipsec1.mtx,512,512,-1.0
data/suitesparse_big//shipsec1.mtx,1024,1024,-1.0
data/suitesparse_big//shipsec8.mtx,64,64,-1.0
data/suitesparse_big//shipsec8.mtx,256,256,-1.0
data/suitesparse_big//shipsec8.mtx,512,512,-1.0
data/suitesparse_big//shipsec8.mtx,1024,1024,-1.0
data/suitesparse_big//torso1.mtx,64,64,0.4
data/suitesparse_big//torso1.mtx,256,256,0.2
data/suitesparse_big//torso1.mtx,512,512,0.001
data/suitesparse_big//torso1.mtx,1024,1024,0.001
data/suitesparse_big//x104.mtx,64,64,-1.0
data/suitesparse_big//x104.mtx,256,256,-1.0
data/suitesparse_big//x104.mtx,512,512,-1.0
data/suitesparse_big//x104.mtx,1024,1024,-1.0
